chip_stem,region,sza_bin,ic_frac,n_polys_prod,n_polys_le_1px,n_polys_le_2px,n_polys_prod_kept,area_m2_prod_kept,n_polys_open,n_polys_open_kept,area_m2_open_kept
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c6912,SK,sza_65_70,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c7168,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c8192,SK,sza_65_70,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c8704,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c9216,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c9728,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c0000,SK,sza_65_70,9.1552734375e-05,1,0,0,1,600.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c0768,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c1024,SK,sza_65_70,4.57763671875e-05,1,0,0,1,300.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c10240,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c10496,SK,sza_65_70,0.007049560546875,12,4,5,12,46200.0,5,5,43400.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c1280,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c1536,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c1792,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c6912,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c7168,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c8192,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c8704,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c9216,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c9728,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6144_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c0000,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c0768,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c1024,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c10240,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c10496,SK,sza_65_70,0.0069122314453125,10,1,2,10,45300.0,6,6,41900.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c1280,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c1536,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c1792,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c6912,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c7168,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c8192,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c8704,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c9216,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c9728,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6400_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c0000,SK,sza_65_70,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c0768,SK,sza_65_70,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c1024,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c10240,SK,sza_65_70,0.0014190673828125,2,0,0,2,9300.0,1,1,8600.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c10496,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c1280,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c1536,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c1792,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c6912,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c7168,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c8192,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c8704,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c9216,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c9728,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6656_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c0000,SK,sza_65_70,3.0517578125e-05,2,2,2,2,200.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c0768,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c1024,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c10240,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c10496,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c1280,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c1536,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c1792,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r6912_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
