chip_stem,region,sza_bin,ic_frac,n_polys_prod,n_polys_le_1px,n_polys_le_2px,n_polys_prod_kept,area_m2_prod_kept,n_polys_open,n_polys_open_kept,area_m2_open_kept
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c1024,SK,sza_gt75,0.0001220703125,4,1,3,4,800.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c1536,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c2816,SK,sza_gt75,0.0008544921875,1,0,0,1,5600.0,2,2,4300.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c3072,SK,sza_gt75,0.0026397705078125,3,1,2,3,17300.0,1,1,16800.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c3584,SK,sza_gt75,0.00244140625,3,1,1,3,16000.0,3,3,15000.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c4352,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c4608,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c4864,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c5376,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c5632,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c5888,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c6400,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c6656,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c6912,SK,sza_gt75,0.0001983642578125,5,3,3,5,1300.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c7168,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c7424,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c7680,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c7936,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c8960,SK,sza_gt75,4.57763671875e-05,1,0,0,1,300.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c9472,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c9728,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4608_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c0000,SK,sza_gt75,0.001220703125,12,3,5,12,8000.0,5,5,4800.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c0256,SK,sza_gt75,6.103515625e-05,2,1,1,2,400.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c0512,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c0768,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c1024,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c1536,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c2048,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c2816,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c3072,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c3584,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c4352,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c4608,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c4864,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c5376,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c5632,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c5888,SK,sza_gt75,6.103515625e-05,1,0,0,1,400.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c6400,SK,sza_gt75,4.57763671875e-05,1,0,0,1,300.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c6656,SK,sza_gt75,3.0517578125e-05,1,0,1,1,200.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c6912,SK,sza_gt75,0.0106353759765625,11,3,5,11,69700.0,1,1,65400.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c7168,SK,sza_gt75,7.62939453125e-05,3,1,3,3,500.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c7424,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c7680,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c7936,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c8960,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c9472,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c9728,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c0000,SK,sza_gt75,0.0003814697265625,8,1,4,8,2500.0,1,1,500.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c0256,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c0512,SK,sza_gt75,0.00018310546875,5,2,3,5,1200.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c0768,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c1024,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c1536,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c2816,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c3072,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c3584,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c4352,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c4608,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c4864,SK,sza_gt75,4.57763671875e-05,1,0,0,1,300.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c5376,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c5632,SK,sza_gt75,0.000213623046875,2,0,0,2,1400.0,1,1,800.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c5888,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c6400,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c6656,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c6912,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c7168,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c7424,SK,sza_gt75,7.62939453125e-05,2,0,1,2,500.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c7680,SK,sza_gt75,0.0046844482421875,3,1,2,3,30700.0,1,1,29500.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c7936,SK,sza_gt75,0.006256103515625,3,1,1,3,41000.0,2,2,39300.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c8960,SK,sza_gt75,0.004241943359375,1,0,0,1,27800.0,1,1,27500.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c9472,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c9728,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c0000,SK,sza_gt75,9.1552734375e-05,1,0,0,1,600.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c0256,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c0512,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c0768,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c1024,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c1536,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c2816,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c3072,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c3584,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c4352,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c4608,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c4864,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c5376,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c5632,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c5888,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c6400,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c6656,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c6912,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c7168,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c7424,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c7680,SK,sza_gt75,0.00555419921875,4,2,2,4,36400.0,3,3,35300.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c7936,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c8960,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c9472,SK,sza_gt75,0.0001220703125,4,2,3,4,800.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c9728,SK,sza_gt75,0.0047149658203125,13,6,8,13,30900.0,2,2,27900.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5376_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c0000,SK,sza_gt75,7.62939453125e-05,3,2,2,3,500.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c0256,SK,sza_gt75,0.000213623046875,2,1,1,2,1400.0,1,1,1000.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c0512,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c0768,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c1024,SK,sza_gt75,0.0002288818359375,1,0,0,1,1500.0,1,1,1300.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c10240,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
