chip_stem,region,sza_bin,ic_frac,n_polys_c4,n_polys_c8,area_m2_c4,area_m2_c8,delta_n,delta_area_m2
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230808T044242_r6400_c10240,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230808T044242_r6400_c10496,SK,sza_65_70,0.0067901611328125,12,11,44500.0,44500.0,1,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230808T044242_r6400_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230808T044242_r6656_c10496,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10240_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10240_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10240_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10240_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10496_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10496_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10496_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r10496_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3072_c0000,SK,sza_65_70,0.0044708251953125,2,2,29300.0,29300.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3072_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3328_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3328_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3328_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3328_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3584_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3584_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3584_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3584_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3840_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3840_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3840_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3840_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4096_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4096_c0256,SK,sza_65_70,7.62939453125e-05,1,1,500.0,500.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4096_c0512,SK,sza_65_70,0.0001983642578125,3,3,1300.0,1300.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4096_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4352_c0000,SK,sza_65_70,0.000274658203125,5,5,1800.0,1800.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4352_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4352_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4352_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4608_c0256,SK,sza_65_70,0.01068115234375,42,32,70000.0,70000.0,10,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4608_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4608_c0768,SK,sza_65_70,0.0001678466796875,1,1,1100.0,1100.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4864_c0512,SK,sza_65_70,0.02777099609375,15,12,182000.0,182000.0,3,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4864_c0768,SK,sza_65_70,0.012542724609375,22,15,82200.0,82200.0,7,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5120_c0000,SK,sza_65_70,0.1195831298828125,26,20,783700.0,783700.0,6,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5120_c0256,SK,sza_65_70,0.10650634765625,45,34,698000.0,698000.0,11,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5120_c0512,SK,sza_65_70,0.0034637451171875,16,14,22700.0,22700.0,2,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5120_c0768,SK,sza_65_70,0.000640869140625,5,5,4200.0,4200.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5376_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5376_c0256,SK,sza_65_70,0.002471923828125,7,4,16200.0,16200.0,3,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5376_c0512,SK,sza_65_70,0.0060882568359375,8,8,39900.0,39900.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5376_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5632_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5632_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5632_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5632_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5888_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5888_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5888_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r5888_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6144_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6144_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6144_c0512,SK,sza_65_70,0.0019073486328125,2,2,12500.0,12500.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6144_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6400_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6400_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6400_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6400_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6656_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6656_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6656_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6656_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6912_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6912_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6912_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6912_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7168_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7168_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7168_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7168_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7424_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7424_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7424_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7424_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7680_c0000,SK,sza_65_70,0.0255584716796875,4,3,167500.0,167500.0,1,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7680_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7680_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7680_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7936_c0256,SK,sza_65_70,0.0028839111328125,3,3,18900.0,18900.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7936_c0512,SK,sza_65_70,0.1037139892578125,61,49,679700.0,679700.0,12,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r7936_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8192_c0256,SK,sza_65_70,0.100128173828125,20,14,656200.0,656200.0,6,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8192_c0512,SK,sza_65_70,0.007720947265625,5,5,50600.0,50600.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8192_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8448_c0256,SK,sza_65_70,0.033599853515625,31,21,220200.0,220200.0,10,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8448_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8448_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8704_c0256,SK,sza_65_70,0.0200653076171875,5,3,131500.0,131500.0,2,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8704_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8704_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8960_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8960_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8960_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r8960_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9216_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9216_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9216_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9216_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9472_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9472_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9472_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9472_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9728_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9728_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9728_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9728_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9984_c0000,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9984_c0256,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9984_c0512,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r9984_c0768,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r10240_c10240,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r10240_c10496,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r10240_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r10496_c10240,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r10496_c10496,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r10496_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r3072_c9984,SK,sza_65_70,0.0987396240234375,43,40,647100.0,647100.0,3,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r3328_c9984,SK,sza_65_70,0.001983642578125,3,3,13000.0,13000.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r3584_c10240,SK,sza_65_70,0.0114898681640625,27,24,75300.0,75300.0,3,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r3584_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r3840_c10240,SK,sza_65_70,0.0061187744140625,8,8,40100.0,40100.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r3840_c10496,SK,sza_65_70,0.0060272216796875,16,14,39500.0,39500.0,2,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r3840_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4096_c10240,SK,sza_65_70,0.001129150390625,11,11,7400.0,7400.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4096_c10496,SK,sza_65_70,0.0017242431640625,21,21,11300.0,11300.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4096_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4352_c10240,SK,sza_65_70,0.0003204345703125,7,7,2100.0,2100.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4352_c10496,SK,sza_65_70,0.00311279296875,38,38,20400.0,20400.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4352_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4608_c10240,SK,sza_65_70,0.0004119873046875,12,12,2700.0,2700.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4608_c10496,SK,sza_65_70,0.0028228759765625,45,44,18500.0,18500.0,1,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4608_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4864_c10240,SK,sza_65_70,0.0008392333984375,28,28,5500.0,5500.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4864_c10496,SK,sza_65_70,0.00885009765625,31,30,58000.0,58000.0,1,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r4864_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5120_c10240,SK,sza_65_70,0.0008544921875,24,24,5600.0,5600.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5120_c10496,SK,sza_65_70,0.0057220458984375,51,51,37500.0,37500.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5120_c9984,SK,sza_65_70,0.001617431640625,1,1,10600.0,10600.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5376_c10240,SK,sza_65_70,0.00128173828125,21,21,8400.0,8400.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5376_c10496,SK,sza_65_70,0.0045623779296875,26,26,29900.0,29900.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5376_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5632_c10240,SK,sza_65_70,0.00067138671875,25,24,4400.0,4400.0,1,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5632_c10496,SK,sza_65_70,0.0062255859375,28,27,40800.0,40800.0,1,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5632_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5888_c10240,SK,sza_65_70,0.0052642822265625,42,41,34500.0,34500.0,1,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5888_c10496,SK,sza_65_70,0.005645751953125,43,43,37000.0,37000.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5888_c9984,SK,sza_65_70,0.0007476806640625,19,19,4900.0,4900.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6144_c10240,SK,sza_65_70,0.00341796875,43,43,22400.0,22400.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6144_c10496,SK,sza_65_70,0.0076141357421875,66,65,49900.0,49900.0,1,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6144_c9984,SK,sza_65_70,0.0053253173828125,65,65,34900.0,34900.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6400_c10240,SK,sza_65_70,0.009002685546875,49,49,59000.0,59000.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6400_c10496,SK,sza_65_70,0.0018310546875,46,46,12000.0,12000.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6400_c9984,SK,sza_65_70,0.00811767578125,72,72,53200.0,53200.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6656_c10240,SK,sza_65_70,0.007354736328125,67,67,48200.0,48200.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6656_c10496,SK,sza_65_70,0.00054931640625,18,18,3600.0,3600.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6656_c9984,SK,sza_65_70,0.0064697265625,65,65,42400.0,42400.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6912_c10240,SK,sza_65_70,0.0061492919921875,28,26,40300.0,40300.0,2,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6912_c10496,SK,sza_65_70,0.015777587890625,4,4,103400.0,103400.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6912_c9984,SK,sza_65_70,0.00872802734375,98,91,57200.0,57200.0,7,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7168_c10240,SK,sza_65_70,0.00689697265625,3,3,45200.0,45200.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7168_c10496,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7168_c9984,SK,sza_65_70,0.001434326171875,29,28,9400.0,9400.0,1,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7424_c10240,SK,sza_65_70,1.52587890625e-05,1,1,100.0,100.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7424_c10496,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7424_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7680_c10240,SK,sza_65_70,0.0002593994140625,3,3,1700.0,1700.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7680_c10496,SK,sza_65_70,0.0022735595703125,7,7,14900.0,14900.0,0,0.0
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7680_c9984,SK,sza_65_70,0.0,0,0,0.0,0.0,0,0.0
